Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media
MARINGA;13/02/1966;0;;30.2;;;;24.48;78.25;5.666.667
MARINGA;13/02/1966;1200;1;;21;;;;;
MARINGA;14/02/1966;0;;30.4;;;;24.72;73.25;2.333.333
MARINGA;14/02/1966;1200;2;;20.2;;;;;
MARINGA;15/02/1966;0;;32.1;;;;24.92;75.25;2
MARINGA;15/02/1966;1200;0;;21.4;;;;;
MARINGA;16/02/1966;0;;31;;;;24.04;80;2.333.333
MARINGA;16/02/1966;1200;16;;20;;;;;
MARINGA;17/02/1966;0;;33.1;;;;26.88;53;3.666.667
MARINGA;17/02/1966;1200;0;;21.3;;;;;
MARINGA;18/02/1966;0;;32.2;;;;26.38;62;3
MARINGA;18/02/1966;1200;0;;21.1;;;;;
MARINGA;19/02/1966;0;;33.3;;;;25.62;69.25;2.333.333
MARINGA;19/02/1966;1200;0;;21.1;;;;;
MARINGA;20/02/1966;0;;32.2;;;;24.5;76.25;1.666.667
MARINGA;20/02/1966;1200;0;;19.1;;;;;
MARINGA;21/02/1966;0;;31;;;;23.26;87;0.666667
MARINGA;21/02/1966;1200;18;;21;;;;;
MARINGA;22/02/1966;0;;28.4;;;;23.84;73.75;1
MARINGA;22/02/1966;1200;3;;20;;;;;
MARINGA;23/02/1966;0;;32.2;;;;26.88;64;3.666.667
MARINGA;23/02/1966;1200;0;;21;;;;;
MARINGA;24/02/1966;0;;31;;;;24.52;80.25;5
MARINGA;24/02/1966;1200;0;;21.4;;;;;
MARINGA;25/02/1966;0;;30.3;;;;24.2;78;1.666.667
MARINGA;25/02/1966;1200;33;;19;;;;;
MARINGA;26/02/1966;0;;31.4;;;;26.08;69.25;3.666.667
MARINGA;26/02/1966;1200;0;;21;;;;;
MARINGA;27/02/1966;0;;33.4;;;;26.76;64.25;2.333.333
MARINGA;27/02/1966;1200;0;;20.4;;;;;
MARINGA;28/02/1966;0;;32;;;;26.5;64.5;2.333.333
MARINGA;28/02/1966;1200;0;;21.3;;;;;
MARINGA;01/03/1966;0;;32.3;;;;24.98;76.75;3
MARINGA;01/03/1966;1200;0;;22;;;;;
MARINGA;02/03/1966;0;;30.4;;;;24.16;75.75;3
MARINGA;02/03/1966;1200;15;;20.4;;;;;
MARINGA;03/03/1966;0;;30;;;;23.68;82.5;2.333.333
MARINGA;03/03/1966;1200;0;;20;;;;;
MARINGA;04/03/1966;0;;31;;;;23.42;79.5;2.333.333
MARINGA;04/03/1966;1200;7;;20;;;;;
MARINGA;05/03/1966;0;;25;;;;21.38;94.75;2.333.333
MARINGA;05/03/1966;1200;38;;19.1;;;;;
MARINGA;06/03/1966;0;;25.1;;;;18.72;68.75;3.666.667
MARINGA;06/03/1966;1200;23;;13.3;;;;;
MARINGA;07/03/1966;0;;26.3;;;;19.7;67.5;4.333.333
MARINGA;07/03/1966;1200;0;;13.2;;;;;
MARINGA;08/03/1966;0;;25;;;;20.48;70;5
MARINGA;08/03/1966;1200;0;;15.4;;;;;
MARINGA;09/03/1966;0;;27;;;;20;64.25;3
MARINGA;09/03/1966;1200;1;;14;;;;;
MARINGA;10/03/1966;0;;28.2;;;;21.52;65;2.333.333
MARINGA;10/03/1966;1200;0;;18;;;;;
MARINGA;11/03/1966;0;;30.3;;;;23.78;60.25;1
MARINGA;11/03/1966;1200;0;;17;;;;;
MARINGA;12/03/1966;0;;32;;;;25.5;51.75;2
MARINGA;12/03/1966;1200;0;;18.3;;;;;
MARINGA;13/03/1966;0;;33;;;;25.96;55.25;2.333.333
MARINGA;13/03/1966;1200;0;;20;;;;;
MARINGA;14/03/1966;0;;35;;;;26.7;57;2.333.333
MARINGA;14/03/1966;1200;0;;21.3;;;;;
MARINGA;15/03/1966;0;;34.1;;;;27.62;60.75;2.333.333
MARINGA;15/03/1966;1200;0;;21;;;;;
MARINGA;16/03/1966;0;;33.2;;;;27.32;55.25;3.666.667
MARINGA;16/03/1966;1200;0;;22.2;;;;;
MARINGA;17/03/1966;0;;33.1;;;;27.1;52.25;2.333.333
MARINGA;17/03/1966;1200;0;;22.1;;;;;
MARINGA;18/03/1966;0;;34;;;;27.5;54.5;2.333.333
MARINGA;18/03/1966;1200;0;;22;;;;;
MARINGA;19/03/1966;0;;34;;;;27.3;49;2.333.333
MARINGA;19/03/1966;1200;0;;21.2;;;;;
MARINGA;20/03/1966;0;;33.3;;;;27.32;47.75;3.666.667
MARINGA;20/03/1966;1200;0;;22;;;;;
MARINGA;21/03/1966;0;;32.3;;;;24.7;74.25;3
MARINGA;21/03/1966;1200;0;;20.1;;;;;
MARINGA;22/03/1966;0;;28.2;;;;23.28;81;2.333.333
MARINGA;22/03/1966;1200;27;;20.1;;;;;
MARINGA;23/03/1966;0;;28.2;;;;22.08;85;3.666.667
MARINGA;23/03/1966;1200;0;;19;;;;;
MARINGA;24/03/1966;0;;30.2;;;;22.44;86;2.333.333
MARINGA;24/03/1966;1200;67;;18.2;;;;;
MARINGA;25/03/1966;0;;30.1;;;;23.14;85;1.666.667
MARINGA;25/03/1966;1200;5;;20.2;;;;;
MARINGA;26/03/1966;0;;28.4;;;;21.98;81.75;5
MARINGA;26/03/1966;1200;8;;19;;;;;
MARINGA;27/03/1966;0;;28;;;;19.68;89;3
MARINGA;27/03/1966;1200;4.4;;17;;;;;
MARINGA;28/03/1966;0;;24;;;;20.08;79.5;5
MARINGA;28/03/1966;1200;8;;17;;;;;
MARINGA;29/03/1966;0;;29;;;;22.8;70.5;5.333.333
MARINGA;29/03/1966;1200;0;;17;;;;;
MARINGA;30/03/1966;0;;31;;;;24.62;63.75;3.666.667
MARINGA;30/03/1966;1200;0;;19;;;;;
MARINGA;31/03/1966;0;;26;;;;20.46;85;3.666.667
MARINGA;31/03/1966;1200;0;;17.2;;;;;
MARINGA;01/04/1966;0;;28.4;;;;23.3;79.25;1.666.667
MARINGA;01/04/1966;1200;6;;19;;;;;
MARINGA;02/04/1966;0;;28;;;;23.22;78.5;1
MARINGA;02/04/1966;1200;1;;20;;;;;
MARINGA;03/04/1966;0;;28.3;;;;23.04;69;1.666.667
MARINGA;03/04/1966;1200;0;;19.2;;;;;
MARINGA;04/04/1966;0;;28.1;;;;21.98;69;3
MARINGA;04/04/1966;1200;0;;17.3;;;;;
MARINGA;05/04/1966;0;;28;;;;20.28;82.25;3
MARINGA;05/04/1966;1200;0;;17;;;;;
MARINGA;06/04/1966;0;;25;;;;19.04;92;2
MARINGA;06/04/1966;1200;6;;16.2;;;;;
MARINGA;07/04/1966;0;;26.3;;;;19.98;81;2.333.333
MARINGA;07/04/1966;1200;3;;17;;;;;
MARINGA;08/04/1966;0;;27;;;;20.32;72;2.333.333
MARINGA;08/04/1966;1200;0;;15;;;;;
MARINGA;09/04/1966;0;;27.4;;;;19.9;71.5;2.333.333
MARINGA;09/04/1966;1200;0;;14.1;;;;;
MARINGA;10/04/1966;0;;27;;;;20.04;67.25;2.333.333
MARINGA;10/04/1966;1200;0;;14.2;;;;;
MARINGA;11/04/1966;0;;28;;;;19.8;69.25;3
MARINGA;11/04/1966;1200;0;;14;;;;;
MARINGA;12/04/1966;0;;27;;;;20.26;64;3
MARINGA;12/04/1966;1200;0;;15;;;;;
MARINGA;13/04/1966;0;;28.4;;;;21.16;56;3
MARINGA;13/04/1966;1200;0;;15.2;;;;;
MARINGA;14/04/1966;0;;29;;;;21.76;65.5;1.666.667
MARINGA;14/04/1966;1200;0;;16.3;;;;;
MARINGA;15/04/1966;0;;30.4;;;;24.2;59.75;1
MARINGA;15/04/1966;1200;0;;19;;;;;
MARINGA;16/04/1966;0;;30.3;;;;24.12;56.5;2.333.333
MARINGA;16/04/1966;1200;0;;18.2;;;;;
MARINGA;17/04/1966;0;;31.4;;;;24.86;59;4.333.333
MARINGA;17/04/1966;1200;0;;20.3;;;;;
MARINGA;18/04/1966;0;;31.3;;;;25.24;52.75;3.666.667
MARINGA;18/04/1966;1200;0;;21.4;;;;;
MARINGA;19/04/1966;0;;32;;;;25.08;54.25;1.666.667
MARINGA;19/04/1966;1200;0;;20.2;;;;;
MARINGA;20/04/1966;0;;30.4;;;;24.44;56.75;3.666.667
MARINGA;20/04/1966;1200;0;;20.1;;;;;
MARINGA;21/04/1966;0;;29.2;;;;22.52;68.75;3
MARINGA;21/04/1966;1200;0;;19.1;;;;;
MARINGA;22/04/1966;0;;30;;;;23.32;56.75;4.333.333
MARINGA;22/04/1966;1200;0;;18.2;;;;;
MARINGA;23/04/1966;0;;31.1;;;;24.32;52.5;2.333.333
MARINGA;23/04/1966;1200;0;;18;;;;;
MARINGA;24/04/1966;0;;29.3;;;;22.54;63;5
MARINGA;24/04/1966;1200;0;;20;;;;;
MARINGA;25/04/1966;0;;23.4;;;;17.9;83.5;3
MARINGA;25/04/1966;1200;0;;15.3;;;;;
MARINGA;26/04/1966;0;;26.4;;;;20.32;66.75;3
MARINGA;26/04/1966;1200;0;;15;;;;;
MARINGA;27/04/1966;0;;26.3;;;;20.84;70;3
MARINGA;27/04/1966;1200;0;;17.4;;;;;
MARINGA;28/04/1966;0;;29.1;;;;22.5;70;2.333.333
MARINGA;28/04/1966;1200;0;;18.3;;;;;
MARINGA;29/04/1966;0;;29;;;;22.02;62.75;1.666.667
MARINGA;29/04/1966;1200;0;;17;;;;;
MARINGA;30/04/1966;0;;30.2;;;;22.7;61.75;0.666667
MARINGA;30/04/1966;1200;0;;17;;;;;
MARINGA;01/05/1966;0;;29;;;;22.62;66;3.666.667
MARINGA;01/05/1966;1200;0;;19.4;;;;;
MARINGA;02/05/1966;0;;30.4;;;;24.12;76;3.666.667
MARINGA;02/05/1966;1200;0;;20.4;;;;;
MARINGA;03/05/1966;0;;28.2;;;;22.46;84.25;1.666.667
MARINGA;03/05/1966;1200;16.2;;19;;;;;
MARINGA;04/05/1966;0;;27.4;;;;22.32;87.25;1
MARINGA;04/05/1966;1200;5;;19;;;;;
MARINGA;05/05/1966;0;;26.1;;;;19.86;91.75;3
MARINGA;05/05/1966;1200;2;;17;;;;;
MARINGA;06/05/1966;0;;25.2;;;;19.28;88.5;1.666.667
MARINGA;06/05/1966;1200;17.2;;15.2;;;;;
MARINGA;07/05/1966;0;;27;;;;20.28;71.25;1.666.667
MARINGA;07/05/1966;1200;0;;15.1;;;;;
MARINGA;08/05/1966;0;;26.3;;;;19.98;67.75;1
MARINGA;08/05/1966;1200;0;;15;;;;;
MARINGA;09/05/1966;0;;26;;;;20.64;84.25;2.333.333
MARINGA;09/05/1966;1200;0;;18;;;;;
MARINGA;10/05/1966;0;;25.4;;;;18.92;78;1.666.667
MARINGA;10/05/1966;1200;1;;14;;;;;
MARINGA;11/05/1966;0;;27;;;;21.22;69.25;2.333.333
MARINGA;11/05/1966;1200;0;;17;;;;;
MARINGA;12/05/1966;0;;25;;;;19.42;84.5;2.333.333
MARINGA;12/05/1966;1200;1;;17;;;;;
MARINGA;13/05/1966;0;;25;;;;19.6;83.25;2.333.333
MARINGA;13/05/1966;1200;0;;16.4;;;;;
MARINGA;14/05/1966;0;;26;;;;20.02;78;2.333.333
MARINGA;14/05/1966;1200;1;;16.2;;;;;
MARINGA;15/05/1966;0;;25.2;;;;18.48;62.25;3
MARINGA;15/05/1966;1200;0;;14.2;;;;;
MARINGA;16/05/1966;0;;25;;;;17.04;53.75;3
MARINGA;16/05/1966;1200;0;;11.2;;;;;
MARINGA;17/05/1966;0;;26;;;;17.58;58.75;3
MARINGA;17/05/1966;1200;0;;11.4;;;;;
